,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
523,Kiss Me More (feat. SZA),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,207640,0,0.785,0.239,0.689,0.000164,0.131,-3.472,0.0301,110.963,4
524,Kaikai Kitan,Kaikai Kitan / Ao No Waltz,Eve,2020-12-23,221426,78,0.584,0.0119,0.911,0.0,0.119,-3.515,0.09,92.502,4
525,Pumped Up Kicks,Torches,Foster The People,2011-05-23,239600,83,0.733,0.145,0.71,0.115,0.0956,-5.849,0.0292,127.975,4
526,Knowing You,Here And Now,Kenny Chesney,2020-05-01,226266,70,0.557,0.229,0.565,3.9e-06,0.119,-6.12,0.026,125.956,3
527,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
528,Kacey Talk,Top,YoungBoy Never Broke Again,2020-09-11,151248,70,0.877,0.535,0.607,0.0,0.138,-7.818,0.15,127.055,4
529,See You Again (feat. Kali Uchis),Flower Boy,"Tyler, The Creator",2017-07-21,180386,79,0.558,0.371,0.559,7.49e-06,0.109,-9.222,0.0959,78.558,4
530,Kiwi,Harry Styles,Harry Styles,2017-05-12,176386,77,0.375,0.00064,0.93,0.0,0.318,-2.631,0.0561,147.124,4
531,my ex's best friend (with blackbear),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,139460,83,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
532,KESI - Remix,KESI (Remix),Camilo,2021-07-14,176575,82,0.871,0.127,0.815,6.18e-06,0.094,-4.439,0.0477,122.959,4
533,I DON'T KNOW,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,134302,69,0.53,0.0319,0.673,0.0,0.148,-6.851,0.0584,160.886,4
534,Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,76,0.79,0.145,0.694,0.00252,0.281,-7.726,0.0708,103.007,4
535,Get You (feat. Kali Uchis),Freudian,Daniel Caesar,2017-08-25,278179,80,0.658,0.422,0.294,5.2e-05,0.0749,-8.533,0.0321,74.038,4
536,King For A Day,Collide With The Sky,Pierce The Veil,2012-07-17,236293,71,0.403,3.81e-05,0.965,0.000276,0.341,-2.238,0.0964,112.363,4
537,Heather,Kid Krow,Conan Gray,2020-03-20,198040,86,0.357,0.584,0.425,0.0,0.322,-7.301,0.0333,102.078,3
538,Kokomo,Made In California,The Beach Boys,2013-01-01,217786,72,0.683,0.00912,0.575,0.0,0.125,-11.857,0.0361,115.579,4
539,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,78,0.727,0.0469,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4
540,Killer Queen - Remastered 2011,Sheer Heart Attack (Deluxe Remastered Version),Queen,1974-11-08,179600,68,0.535,0.379,0.65,0.0,0.14,-6.328,0.0554,117.188,4
541,WITHOUT YOU,F*CK LOVE (SAVAGE),The Kid LAROI,2020-11-06,161384,87,0.662,0.213,0.413,0.0,0.134,-7.357,0.0299,93.005,4
542,Kevin’s Heart,KOD,J. Cole,2018-04-20,200309,70,0.829,0.482,0.527,0.0,0.631,-6.644,0.367,116.079,4
543,A-O-K,TV,Tai Verdes,2021-05-20,173640,73,0.731,0.125,0.626,0.0,0.183,-6.919,0.0805,82.488,4
544,Killing Me Softly With His Song,The Score (Expanded Edition),Fugees,1996-02-13,298773,76,0.765,0.0279,0.29,0.0,0.571,-17.117,0.139,92.409,4
545,The Spins,K.I.D.S.,Mac Miller,2010-08-13,195873,80,0.794,0.0135,0.766,0.0,0.0785,-3.894,0.0377,127.007,4
546,Keep Your Head Up,Andy Grammer,Andy Grammer,2011-06-14,189933,70,0.674,0.0469,0.778,0.0,0.145,-5.367,0.0376,90.01,4
547,King Kunta,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,234693,73,0.884,0.00589,0.657,0.0,0.154,-4.569,0.0977,107.059,4
548,Do I Wanna Know?,AM,Arctic Monkeys,2013-09-09,272394,84,0.548,0.186,0.532,0.000263,0.217,-7.596,0.0323,85.03,4
549,Knockin' Boots,Knockin' Boots,Luke Bryan,2019-03-29,199382,69,0.739,0.129,0.682,0.0,0.328,-3.728,0.205,131.983,4
550,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,92,0.586,0.182,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
551,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,141805,98,0.591,0.0383,0.764,0.0,0.103,-5.484,0.0483,169.928,4
552,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,89,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
553,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
554,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,89,0.721,0.00226,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4
555,drivers license,SOUR,Olivia Rodrigo,2021-05-21,242013,92,0.561,0.768,0.431,1.42e-05,0.106,-8.81,0.0578,143.875,4
556,Levitating,Future Nostalgia,Dua Lipa,2020-03-27,203807,85,0.695,0.0561,0.884,0.0,0.213,-2.278,0.0753,103.014,4
557,Late At Night,Late At Night,Roddy Ricch,2021-06-04,174682,84,0.643,0.343,0.403,0.0,0.138,-11.254,0.41,98.54,4
558,La Mamá de la Mamá,La Mamá de la Mamá,El Alfa,2021-04-08,219000,81,0.922,0.283,0.927,0.00331,0.719,-3.025,0.105,129.978,4
559,Lil Bit,Lil Bit,Nelly,2020-10-23,195962,81,0.707,0.0255,0.689,0.0,0.383,-7.097,0.0387,119.987,4
560,Love Story,Fearless,Taylor Swift,2008-11-11,235266,68,0.618,0.17,0.741,0.0,0.0822,-3.95,0.031,118.984,4
561,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,83,0.761,0.244,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4
562,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,97,0.61,0.297,0.508,0.0,0.384,-6.682,0.152,178.818,4
563,Lucid Dreams,Goodbye & Good Riddance,Juice WRLD,2018-12-10,239835,84,0.511,0.349,0.566,0.0,0.34,-7.23,0.2,83.903,4
564,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,212000,94,0.736,0.0203,0.704,0.0,0.0501,-7.409,0.0615,149.995,4
565,Lost Cause,Happier Than Ever,Billie Eilish,2021-07-30,212496,80,0.526,0.702,0.334,0.00782,0.0586,-8.491,0.251,74.966,4
566,Blinding Lights,After Hours,The Weeknd,2020-03-20,200040,92,0.514,0.00146,0.73,9.54e-05,0.0897,-5.934,0.0598,171.005,4
567,Love Yourself,Kuhanje : Pop Hitovi,Various Artists,2021-08-04,232626,0,0.759,0.86,0.401,0.0,0.299,-8.999,0.259,100.126,4
568,Red Light Green Light,Red Light Green Light,DaBaby,2021-06-25,159082,84,0.933,0.129,0.656,0.0,0.161,-5.85,0.322,119.987,4
569,lovely (with Khalid),lovely (with Khalid),Billie Eilish,2018-04-19,200185,86,0.351,0.934,0.296,0.0,0.095,-10.109,0.0333,115.284,4
570,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),KHALED KHALED,DJ Khaled,2021-04-30,236524,83,0.477,0.000866,0.727,0.0,0.108,-4.053,0.286,150.062,4
571,LEMONHEAD (feat. 42 Dugg),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,130979,78,0.62,0.155,0.586,0.0,0.535,-6.612,0.212,137.131,4
572,LA NOCHE DE ANOCHE,EL ÚLTIMO TOUR DEL MUNDO,Bad Bunny,2020-11-27,203200,86,0.856,0.0303,0.618,0.0,0.0866,-4.892,0.286,81.993,4
573,Fancy Like,Country Stuff,Walker Hayes,2021-06-04,161853,82,0.649,0.114,0.76,0.0,0.317,-6.487,0.0574,80.018,4
574,Looking Out for You,Looking Out for You,Joy Again,2016-01-15,179499,79,0.682,0.0884,0.9,0.063,0.0685,-5.028,0.0874,100.721,4
575,Levitating (feat. DaBaby),Future Nostalgia,Dua Lipa,2020-03-27,203064,90,0.702,0.00883,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
576,Look Who’s Inside Again,Inside (The Songs),Bo Burnham,2021-06-10,83421,79,0.643,0.761,0.331,0.0,0.373,-9.235,0.0387,160.006,3
577,lovely,Kuhanje : Pop Hitovi,Various Artists,2021-08-04,200185,0,0.292,0.934,0.296,0.0,0.095,-10.109,0.0359,115.046,4
578,LONELY AND F*CKED UP,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,162818,68,0.752,0.0421,0.631,0.0,0.188,-6.809,0.0495,124.983,4
579,Lemonade,"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,2020-08-14,195428,82,0.799,0.256,0.66,0.0,0.111,-6.153,0.079,140.04,4
580,NEVER LEFT,NEVER LEFT,Lil Tecca,2021-05-06,168727,82,0.807,0.0224,0.659,0.0,0.309,-6.92,0.332,82.465,4
581,Love Is Only a Feeling,Love Is Only a Feeling,Joey Bada$$,2017-07-06,152041,78,0.629,0.53,0.676,0.000325,0.701,-7.088,0.191,90.377,4
582,I Like It,Dance Monkey - 10's All Out,Various Artists,2021-08-06,253390,0,0.815,0.101,0.727,0.0,0.372,-3.998,0.128,136.045,4
583,Life Is Good (feat. Drake),Life Is Good (feat. Drake),Future,2020-01-10,237735,81,0.676,0.0706,0.609,0.0,0.152,-5.831,0.481,142.037,4
584,LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,2017-04-14,213400,78,0.8,0.264,0.585,0.0,0.153,-7.343,0.0924,126.058,4
585,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-04-27,168030,86,0.39,0.0021,0.83,0.0,0.156,-5.201,0.0563,90.021,4
586,LA CANCIÓN,OASIS,J Balvin,2019-06-28,242573,83,0.754,0.152,0.646,1.85e-05,0.108,-5.795,0.317,176.089,4
587,p r i d e . i s . t h e . d e v i l (with Lil Baby),The Off-Season,J. Cole,2021-05-14,218210,82,0.861,0.104,0.656,0.0,0.0986,-7.867,0.425,88.967,4
588,Love Again,Love Again - Fresh Pop,Various Artists,2021-08-06,258004,0,0.659,0.00173,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4
589,Electric Love,Dopamine,BØRNS,2015-10-16,218106,83,0.611,0.00543,0.797,0.00137,0.26,-7.627,0.0533,120.041,4
590,Line Without a Hook,Montgomery Ricky,Ricky Montgomery,2016-04-08,249586,80,0.432,0.262,0.652,0.0,0.258,-4.969,0.0285,190.028,3
591,drivers license,ESTATE 2021 HITS,Various Artists,2021-08-06,242013,0,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4
592,Lean Wit Me,Goodbye & Good Riddance,Juice WRLD,2018-12-10,175755,77,0.665,0.0414,0.651,0.0,0.0896,-5.515,0.156,163.935,4
593,drivers license,Singing In The Shower,Various Artists,2021-07-23,242013,0,0.585,0.721,0.436,1.31e-05,0.105,-8.761,0.0601,143.874,4
594,Let You Down,Perception,NF,2017-10-06,212120,80,0.662,0.312,0.714,0.0,0.179,-5.68,0.121,147.997,4
595,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,218801,83,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
596,Love Sosa,Finally Rich (Deluxe),Chief Keef,2012-01-01,246213,74,0.772,0.0361,0.413,0.0,0.111,-8.193,0.089,131.965,4
597,No Return (with The Kid LAROI & Lil Durk),Hall of Fame,Polo G,2021-06-11,168728,80,0.479,0.135,0.645,0.0,0.0825,-7.336,0.302,155.057,4
598,LUMBERJACK,CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,138312,77,0.386,0.122,0.762,0.0,0.527,-6.341,0.564,170.691,4
599,Love Galore (feat. Travis Scott),Ctrl,SZA,2017-06-09,275080,77,0.795,0.112,0.594,0.0,0.162,-6.2,0.0748,135.002,4
600,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,97,0.61,0.297,0.508,0.0,0.384,-6.682,0.152,178.818,4
601,Kiss Me More (feat. SZA),Kiss Me More (feat. SZA),Doja Cat,2021-04-09,208866,95,0.762,0.235,0.701,0.000158,0.123,-3.541,0.0286,110.968,4
602,Motley Crew,Motley Crew,Post Malone,2021-07-09,184213,90,0.797,0.0904,0.631,3.71e-06,0.0998,-3.818,0.0786,129.915,4
603,Miss The Rage (feat. Playboi Carti),Miss The Rage (feat. Playboi Carti),Trippie Redd,2021-05-07,236883,86,0.584,0.0144,0.859,0.0,0.847,-5.616,0.121,77.005,4
604,Mr. Brightside,Hot Fuss,The Killers,2004-06-15,222586,75,0.356,0.00101,0.924,0.0,0.0953,-3.74,0.0808,148.017,4
605,Martin & Gina,THE GOAT,Polo G,2020-05-15,132832,85,0.832,0.345,0.534,0.0,0.165,-7.813,0.253,93.924,4
606,Beggin',Chosen,Måneskin,2017-12-08,211560,100,0.714,0.127,0.8,0.0,0.359,-4.808,0.0504,134.002,4
607,Mood (feat. iann dior),El Dorado,24kGoldn,2021-03-26,140533,89,0.701,0.174,0.716,0.0,0.324,-3.671,0.0361,91.007,4
608,my ex's best friend (with blackbear),Tickets To My Downfall,Machine Gun Kelly,2020-09-25,139460,83,0.731,0.00473,0.675,0.0,0.141,-5.134,0.0434,124.939,4
609,Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,2021-06-11,227395,88,0.713,0.0377,0.676,0.0,0.154,-5.483,0.027,99.048,4
610,m y . l i f e (with 21 Savage & Morray),The Off-Season,J. Cole,2021-05-14,218801,83,0.597,0.0622,0.587,0.0,0.214,-7.026,0.137,140.021,4
611,Male Fantasy,Happier Than Ever,Billie Eilish,2021-07-30,194886,79,0.687,0.863,0.288,0.0,0.0986,-10.415,0.045,110.927,4
612,my future,Happier Than Ever,Billie Eilish,2021-07-30,210005,78,0.456,0.814,0.285,0.143,0.307,-10.755,0.0979,104.89,4
613,Machika,Reggaetón Eterno,Various Artists,2021-08-06,189653,0,0.642,0.0489,0.837,0.0,0.0898,-3.356,0.367,211.968,4
614,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,89,0.721,0.00226,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4
615,Memory,Memory,Kane Brown,2021-07-09,153337,80,0.434,0.395,0.889,0.0,0.273,-5.684,0.0509,113.326,5
616,Misery Business,Riot!,Paramore,2007-06-11,211520,76,0.517,0.00272,0.906,9.26e-06,0.113,-3.677,0.0735,172.977,4
617,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,292986,84,0.692,0.301,0.521,0.0,0.0565,-8.465,0.33,100.45,4
618,MIDDLE CHILD,MIDDLE CHILD,J. Cole,2019-01-23,213593,79,0.837,0.149,0.364,0.0,0.271,-11.713,0.276,123.984,4
619,Calling My Phone,Destined 2 Win,Lil Tjay,2021-04-02,205458,85,0.907,0.451,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4
620,Modern Day,Culture III,Migos,2021-06-11,241790,78,0.87,0.173,0.629,0.0,0.101,-7.598,0.279,134.944,4
621,Thot Shit,Thot Shit,Megan Thee Stallion,2021-06-11,184634,88,0.95,0.0133,0.693,0.0,0.173,-3.424,0.0898,130.02,4
622,Masterpiece,Masterpiece,DaBaby,2021-01-15,181714,77,0.781,0.0299,0.726,0.0,0.093,-4.213,0.0836,139.988,4
623,Leave The Door Open,Leave The Door Open,Bruno Mars,2021-03-05,242096,92,0.586,0.182,0.616,0.0,0.0927,-7.964,0.0324,148.088,4
624,My Ordinary Life,My Ordinary Life,The Living Tombstone,2017-11-23,230894,82,0.648,0.00533,0.827,0.338,0.217,-4.78,0.042,176.005,4
625,Qué Más Pues?,Qué Más Pues?,J Balvin,2021-05-28,217773,95,0.891,0.0261,0.819,0.000354,0.173,-3.964,0.106,101.968,4
626,Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,2012,386906,75,0.716,0.0703,0.531,0.0,0.224,-7.355,0.122,71.994,4
627,20 Min,Luv Is Rage 2 (Deluxe),Lil Uzi Vert,2017-11-17,220586,81,0.773,0.109,0.75,0.0,0.174,-4.009,0.117,123.426,4
628,Maniac,Kid Krow,Conan Gray,2020-03-20,185773,82,0.628,0.00162,0.639,0.0,0.354,-5.46,0.0435,108.045,4
629,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],BIA,2021-07-09,229601,80,0.893,0.199,0.463,0.0,0.318,-5.301,0.36,81.026,4
630,More Than My Hometown,Dangerous: The Double Album,Morgan Wallen,2021-01-08,216573,75,0.62,0.615,0.869,0.0,0.131,-5.479,0.0462,126.019,4
631,Kiss Me More (feat. SZA),Planet Her,Doja Cat,2021-06-25,208666,86,0.764,0.259,0.705,8.92e-05,0.12,-3.463,0.0284,110.97,4
632,Mr Loverman,Montgomery Ricky,Ricky Montgomery,2016-04-08,216880,79,0.639,0.245,0.526,2.43e-05,0.25,-6.697,0.0256,130.033,3
633,Chasing After You (with Maren Morris),Chasing After You (with Maren Morris),Ryan Hurd,2021-02-12,207973,77,0.596,0.723,0.679,0.0,0.116,-6.395,0.0394,131.912,4
634,Kiss Me More (feat. SZA),"NOW That's What I Call Music, Vol. 79",Various Artists,2021-08-06,207640,0,0.785,0.239,0.689,0.000164,0.131,-3.472,0.0301,110.963,4
635,Moonlight,?,XXXTENTACION,2018-03-16,135090,82,0.921,0.556,0.537,0.00404,0.102,-5.723,0.0804,128.009,4
636,I Didn't Change My Number,Happier Than Ever,Billie Eilish,2021-07-30,158463,81,0.849,0.612,0.48,0.269,0.295,-5.835,0.226,142.021,4
637,Mood Swings (feat. Lil Tjay),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,213333,82,0.48,0.487,0.602,0.0,0.0848,-6.335,0.368,179.798,4
638,WAP (feat. Megan Thee Stallion),WAP (feat. Megan Thee Stallion),Cardi B,2020-08-07,187541,84,0.935,0.0194,0.454,0.0,0.0824,-7.509,0.375,133.073,4
639,My Potna Dem,G.T.F.O.M.D: There’s Not Enough Room for All You Motha Fuckas to Be on It Like This,$ilkMoney,2019-12-15,153337,78,0.737,0.101,0.526,0.0,0.085,-13.669,0.0873,130.028,4
640,Murder On My Mind,I AM YOU,YNW Melly,2018-08-03,268434,79,0.759,0.145,0.73,3.06e-06,0.11,-7.985,0.0516,115.007,4
641,you broke me first,you broke me first,Tate McRae,2020-04-17,169265,86,0.667,0.785,0.373,0.0,0.0906,-9.389,0.05,124.148,4
642,Mr. Blue Sky,Out of the Blue,Electric Light Orchestra,1977,303373,80,0.388,0.652,0.338,3.73e-06,0.248,-10.054,0.0329,177.765,4
643,All Eyes On Me,Inside (The Songs),Bo Burnham,2021-06-10,302950,81,0.352,0.733,0.424,2.3e-05,0.0664,-10.131,0.0394,127.047,4
644,Ms. Jackson,Stankonia,Outkast,2000-10-31,270506,80,0.843,0.143,0.806,0.0,0.0771,-5.946,0.269,94.948,4
645,Talking to the Moon,Doo-Wops & Hooligans,Bruno Mars,2010-10-05,217866,83,0.523,0.512,0.606,0.0,0.106,-4.754,0.0301,145.837,4
646,MAYBE,F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,174182,57,0.606,0.00556,0.533,0.0,0.292,-4.833,0.077,89.079,4
647,Come & Go (with Marshmello),Legends Never Die,Juice WRLD,2020-07-10,205484,82,0.625,0.0172,0.814,0.0,0.158,-5.181,0.0657,144.991,4
648,Money In The Grave (Drake ft. Rick Ross),The Best In The World Pack,Drake,2019-06-15,205426,78,0.831,0.101,0.502,0.0,0.122,-4.045,0.046,100.541,4
649,Memories,JORDI (Deluxe),Maroon 5,2021-06-11,189486,85,0.775,0.841,0.327,0.0,0.0821,-7.241,0.0557,91.05,4
650,Need To Know,Planet Her,Doja Cat,2021-06-25,210560,87,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
651,MONTERO (Call Me By Your Name),MONTERO (Call Me By Your Name),Lil Nas X,2021-03-31,137875,97,0.61,0.297,0.508,0.0,0.384,-6.682,0.152,178.818,4
652,Nobody,Be the Cowboy,Mitski,2018-08-17,193429,80,0.398,0.0764,0.716,0.0,0.0848,-5.254,0.0392,117.295,4
653,NEVER LEFT,NEVER LEFT,Lil Tecca,2021-05-06,168727,82,0.807,0.0224,0.659,0.0,0.309,-6.92,0.332,82.465,4
654,Wants and Needs (feat. Lil Baby),Scary Hours 2,Drake,2021-03-05,192956,88,0.578,0.0618,0.449,2.17e-06,0.119,-6.349,0.286,136.006,4
655,No Hands (feat. Roscoe Dash & Wale),Flockaveli,Waka Flocka Flame,2010-10-01,263773,75,0.76,0.00544,0.595,0.0,0.241,-6.366,0.0391,131.497,4
656,No Role Modelz,2014 Forest Hills Drive,J. Cole,2014-12-09,292986,84,0.692,0.301,0.521,0.0,0.0565,-8.465,0.33,100.45,4
657,INDUSTRY BABY (feat. Jack Harlow),INDUSTRY BABY (feat. Jack Harlow),Lil Nas X,2021-07-23,212000,94,0.736,0.0203,0.704,0.0,0.0501,-7.409,0.0615,149.995,4
658,NOT SOBER (feat. Polo G & Stunna Gambino),F*CK LOVE 3: OVER YOU,The Kid LAROI,2021-07-23,216000,84,0.671,0.0928,0.639,0.0,0.0941,-6.852,0.134,119.82,5
659,t r a n s p a r e n t s o u l feat. Travis Barker,t r a n s p a r e n t s o u l feat. Travis Barker,WILLOW,2021-04-27,168030,86,0.39,0.0021,0.83,0.0,0.156,-5.201,0.0563,90.021,4
660,Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,2011-08-08,219333,80,0.789,0.127,0.858,0.0,0.349,-5.542,0.311,140.022,4
661,NDA,Happier Than Ever,Billie Eilish,2021-07-30,195776,81,0.765,0.341,0.373,0.525,0.112,-9.921,0.0713,85.016,4
662,Late At Night,Late At Night,Roddy Ricch,2021-06-04,174682,84,0.643,0.343,0.403,0.0,0.138,-11.254,0.41,98.54,4
663,No Return (with The Kid LAROI & Lil Durk),Hall of Fame,Polo G,2021-06-11,168728,80,0.479,0.135,0.645,0.0,0.0825,-7.336,0.302,155.057,4
664,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),CALL ME IF YOU GET LOST,"Tyler, The Creator",2021-06-25,121572,85,0.493,0.269,0.653,0.0,0.511,-5.666,0.0466,142.347,4
665,Neon Moon,#1s ... and then some,Brooks & Dunn,2009-09-08,263760,71,0.698,0.554,0.632,0.0,0.118,-6.508,0.0247,102.408,4
666,Not My Responsibility,Happier Than Ever,Billie Eilish,2021-07-30,227679,77,0.468,0.454,0.13,0.927,0.0819,-18.031,0.0571,115.039,4
667,Not Allowed,Who Really Cares,TV Girl,2016-02-25,167864,79,0.67,0.669,0.905,0.000227,0.349,-6.855,0.129,104.965,4
668,No Guidance (feat. Drake),Indigo,Chris Brown,2019-06-28,260640,80,0.696,0.123,0.454,0.0,0.155,-6.756,0.153,92.928,4
669,What’s Next,Scary Hours 2,Drake,2021-03-05,178153,81,0.781,0.0136,0.594,0.0,0.162,-6.959,0.0485,129.895,4
670,NOT FAIR (feat. Corbin),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,166688,57,0.412,0.468,0.657,0.0,0.318,-5.535,0.124,76.342,4
671,Billie Bossa Nova,Happier Than Ever,Billie Eilish,2021-07-30,196730,81,0.895,0.222,0.389,0.0346,0.105,-11.036,0.11,110.023,4
672,NEED YOU MOST (So Sick),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,135227,56,0.63,0.0681,0.707,0.0,0.284,-3.632,0.0508,86.849,4
673,Laugh Now Cry Later (feat. Lil Durk),Laugh Now Cry Later (feat. Lil Durk),Drake,2020-08-14,261492,83,0.761,0.244,0.518,3.47e-05,0.107,-8.871,0.134,133.976,4
674,NEW GUY (skit),F*CK LOVE 3+: OVER YOU,The Kid LAROI,2021-07-27,21937,7,0.766,0.977,0.363,9.1e-06,0.575,-12.35,0.949,85.494,4
675,I Didn't Change My Number,Happier Than Ever,Billie Eilish,2021-07-30,158463,81,0.849,0.612,0.48,0.269,0.295,-5.835,0.226,142.021,4
676,No Idea,Heaven Or Hell,Don Toliver,2020-03-13,154424,79,0.652,0.524,0.631,0.000579,0.165,-5.718,0.0893,127.998,4
677,Need To Know,Need To Know,Doja Cat,2021-06-11,210560,82,0.664,0.304,0.609,0.0,0.0926,-6.509,0.0707,130.041,4
678,New Normal,New Normal,Khalid,2021-07-21,198765,79,0.39,0.0807,0.534,0.0,0.184,-9.575,0.0709,92.047,4
679,For The Night (feat. Lil Baby & DaBaby),Shoot For The Stars Aim For The Moon,Pop Smoke,2020-07-03,190476,84,0.823,0.114,0.586,0.0,0.193,-6.606,0.2,125.971,4
680,Nights,Blonde,Frank Ocean,2016-08-20,307151,76,0.466,0.42,0.548,1.01e-06,0.113,-9.362,0.118,89.815,4
681,Negro,Shorty Me Salio Picua,Various Artists,2021-08-03,182506,3,0.791,0.0132,0.907,0.211,0.245,-2.223,0.0884,164.107,4
682,No Scrubs,Fanmail,TLC,1999-02-23,214400,78,0.743,0.0251,0.675,0.000717,0.0685,-4.267,0.0953,92.909,4
683,WHOLE LOTTA MONEY (feat. Nicki Minaj) - Remix,WHOLE LOTTA MONEY (feat. Nicki Minaj) [Remix],BIA,2021-07-09,229601,80,0.893,0.199,0.463,0.0,0.318,-5.301,0.36,81.026,4
684,Nuketown (feat. Juice WRLD),STOKELEY,Ski Mask The Slump God,2018-11-30,166400,74,0.808,0.113,0.617,0.0,0.734,-9.32,0.442,149.962,4
685,Nice For What,Scorpion,Drake,2018-06-29,210746,77,0.585,0.0891,0.909,9.7e-05,0.119,-6.474,0.0707,93.372,4
686,Sweater Weather,I Love You.,The Neighbourhood,2013-04-19,240400,87,0.612,0.0495,0.807,0.0177,0.101,-2.81,0.0336,124.053,4
687,Not Yet,Not Yet,Brett Young,2021-04-23,174146,73,0.464,0.000689,0.783,0.00016,0.323,-6.108,0.0378,170.029,4
688,Bad Habits,Bad Habits,Ed Sheeran,2021-06-25,231041,98,0.808,0.0469,0.897,3.14e-05,0.364,-3.712,0.0348,126.026,4
689,Needed Me,ANTI (Deluxe),Rihanna,2016-01-28,191600,78,0.671,0.11,0.314,0.0,0.0825,-8.091,0.244,110.898,4
690,Otra Noche Sin Ti,Verano Chill 2021,Various Artists,2021-08-06,228920,0,0.503,0.0751,0.548,0.000234,0.145,-7.564,0.164,94.036,4
691,Nonstop,Scorpion,Drake,2018-06-29,238614,77,0.912,0.0165,0.412,0.0126,0.104,-8.074,0.123,154.983,4
692,Numb,Meteora,Linkin Park,2003-03-24,185586,81,0.496,0.0046,0.863,0.0,0.639,-4.153,0.0381,110.018,4
693,Lil Bit,Lil Bit,Nelly,2020-10-23,195962,81,0.707,0.0255,0.689,0.0,0.383,-7.097,0.0387,119.987,4
694,Nevada,Nevada,YoungBoy Never Broke Again,2021-01-30,155737,72,0.777,0.397,0.59,0.0,0.169,-8.741,0.286,147.978,4
695,Tell Em,Tell Em,Cochise,2021-05-28,180379,85,0.672,0.103,0.717,0.0,0.398,-7.476,0.226,157.905,4
